,tweet_IDs,user_followers
618,926073163540246533,11379
619,933041945953357824,138
620,944199637434499072,78
621,935628677521510402,136
622,941382440202981376,104
623,926237099250069504,473
624,932691530904752128,20
625,944351231299989504,2006
626,930445776098091010,7
627,934138658491428864,127
628,940980597987643392,718
629,947775432920793090,99
630,923427959972749312,80
631,948407414193344513,358
632,935158053305049088,10
633,937395361840328706,117
634,948871522587947008,0
635,923145606977212416,1035
636,941636788245934080,1035
637,932546771535966208,25
638,941289573610610689,8
639,935696363999899648,103
640,942029713916203010,3660
641,947056212478251008,29
642,943198126030114821,842
643,938432855780282368,1926
644,936522654084947968,148
645,944281968845512705,1142
646,933649490384482305,71
647,930508122296410112,131
648,942397017799774208,117800
649,941062822351556608,42016
650,948962807344762882,113
651,935940600188293121,32
652,933756214567153664,14
653,931540323213463554,157
654,948018511611400193,1185
655,947399874571591680,774
656,946452171108777986,31
657,947950666332491776,101
658,946836829155848193,711
659,946045753306234880,158
660,933358462469394432,3318
661,932943252168245248,580
662,930721726547288064,208
663,938414577364164608,218
664,933429588474187781,65
665,928023212889399296,2861
666,942859589032316928,405
667,941716881249128448,246
668,935226945884835846,472
669,937095074252541953,4026
670,926856078679212032,12
671,930848994548469760,232
672,925005262116868096,57
673,948494106996695040,1651
674,938429914851762176,1418
675,925009677049647104,5381
676,933764943085699073,1271
677,936625663590719490,88
678,946006984276480000,164
679,936703770666455051,224
680,948956947386175490,31
681,946769866752778241,770
682,926093487669432322,1585
683,937660536279453697,0
684,940925721903591424,3654
685,936309900031995905,101
686,934419997564301312,1
687,946257212774678528,152
688,941058083157168129,8
689,934104154762612736,37
690,933615429108498432,45
691,933075574620291073,992
692,944147779085008897,379
693,927665698767278081,101
694,932930047949799424,50
695,930877138642833409,545
696,936545878965407745,70
697,930844425391165441,484
698,935518727960920064,62
699,927854643044110336,798
700,948855081570590720,39
701,926194335611269121,47
702,941620508587708416,6754
703,937357902532276225,56735
704,941555666887626752,2796
705,930475962042667008,308
706,930367045434212352,1879
707,938430992615968769,11
708,950438383112916993,73
709,936263101460221962,3458
710,940982101016379392,3
711,942500149846331393,304
712,937689217265741824,145
713,944281095746588679,60
714,944673492414365696,53
715,942643811083325440,440
716,948548908350918656,5946
717,936700604256260096,26
718,943076588563943424,152
719,946059857106489344,4
720,941338332939849735,2737
721,949085731355529216,694
722,926134543941292032,1740
723,933087680631640064,75
724,933064975299547138,97
725,943145188981174272,721
726,932704511231234049,20392
727,948843270100185088,46
728,941614480659709952,721
729,931406914738704384,194
730,941328368179564545,348
731,930929738272604160,2
732,943899782002683905,170
733,931329211108921344,0
734,923963171546771458,1209
735,928003746193342465,1363
736,937705884318425089,680
737,942881909578846208,91
738,934856885441847296,6
739,934389407397875712,144752
740,940782235812356096,48
741,935267758576726016,117800
742,944085629847076864,2308
743,936338679970385920,0
744,923584684239417344,263
745,925024385332924421,10281
746,932905698295508992,171
747,930183581804171264,192
748,933453942549352451,36
749,941596210791636992,382
750,936193234765799424,50
751,943121788850098176,182
752,941759500339441664,52
753,934075498568781824,0
754,931572269406670848,1282
755,926481017019469824,113
756,942050359303798786,1757
757,936024493847449601,571
758,927559921138323457,815
759,932914005609500672,0
760,933080376695762945,224
761,948547606476656640,3000
762,940646252978597889,35
763,942485358410944512,303
764,943881266386026496,704
765,947654965111214083,168
766,930978235978051589,43
767,949081408257085440,527
768,947207782331281409,156
769,933564409263345664,2
770,931539103056826368,7
771,931422542493114368,41
772,931321140714332160,163
773,945075473524166656,454
774,927673610336133120,781
775,948552054007566337,6172
776,930077197351686144,1316
777,936635433387163648,574
778,935506856771969024,155
779,938474594536652801,211
780,932953014016577538,3
781,938071574531502082,373
782,927777269199835136,6
783,940880118683140096,94
784,938054034656657408,1002
785,946859575650783232,29
786,950438038106247168,574
787,933771134146940929,4862
788,950361480230252544,2740
789,940612482258931712,5587
790,926082685298233344,705
791,942522858831581185,417
792,945759410684678145,0
793,937129810069000192,62721
794,936935080571867136,6
795,934565731206877186,1189
796,936274748249706501,1449
797,934077621465382912,0
798,924037184730157056,143
799,931064895659036672,242
800,933348928203960321,59
801,923474981773856769,248
802,935595423414222851,194
803,936209029390569473,57
804,933728860838998016,565
805,940915682094526464,46
806,942891665936846849,259
807,941357502242975744,1431
808,934326304140414977,30
809,931463496511967232,410
810,942527553646022656,444
811,942833254167711744,69
812,941989066580652032,445
813,946978754194231297,485
814,940581895435358209,197
815,944633646308306944,16
816,936227127451635712,208
817,930029692907900928,116
818,948651911116414978,15967
819,934029073436807168,871
820,944939998834458624,16658
821,936311403744579584,6815078
822,923282358085840896,9
823,934808565155540992,736
824,933753907259625473,72
825,936548971765555202,1715
826,933350435926298624,409
827,941144008222535680,8
828,935260064893624321,2735
829,926154221375971328,121
830,930501527600541703,71
831,936290174241312768,516
832,946092502318071808,37
833,923922078662905856,0
834,923423498806145029,1108
835,949022161058058240,721
836,934115393676902401,674
837,940552034633371650,900
838,937022434749894656,290
839,923242287848497153,0
840,944137511588245504,1444
841,931479114275524608,647
842,934848828674658304,227
843,944520299374153729,1065
844,936146224557772800,15607
845,932972222712504320,48
846,930705886326206464,4131
847,941698571367272448,27
848,942756480515760128,1723
849,940713174994706433,27
850,927926606978519040,100
851,938019590579408898,205
852,948213136720650241,132
853,942784574244864000,1164
854,927319941367390208,211
855,941608804441092096,175
856,943204349827801090,978
857,946423870864658432,1278
858,935184233689157632,156
859,925053796144877569,352191
860,942402710267187201,15145
861,934101175678439425,173
862,941409295362600960,331
863,933467604907380737,355
864,945518804330692608,158
865,925317351687540736,730
866,935470583416082432,264
867,926934526617706496,304
868,941306443181035523,39
869,946082332947243009,175
870,940828031907696641,774
871,944219031514599424,0
872,942727582704979968,7
873,927229303259099136,108
874,933536563560177664,0
875,933544074132328448,4262
876,941368736501719040,20
877,942694662216847360,199
878,923491026072895488,234
879,943094002575962114,641
880,941226077288058881,15840
881,941231418033819650,128
882,925110446218194944,138
883,931306064011841536,488
884,931259485909323777,130
885,932893677839638528,500
886,947793244846526464,57
887,945687620146909184,26
888,933314657607184384,203
889,937409482916810754,66
890,928555313019736064,2431
891,923505809559973889,84705
892,926651067965853696,771
893,949044642485559296,320
894,936067281175621638,1014
895,937707659368783872,496
896,945784249516425216,0
897,927658253416321025,11177
898,941632770518016000,0
899,948109776415809536,76
900,931494520402972672,279
901,927867058812985345,247
902,944165576267780101,230
903,948694285637050369,1315
904,926394735064944640,312
905,936191880949387264,449
906,933257765296001024,122
907,944556785742024705,1412
908,927163376857436160,63
909,940625995014529025,8214
910,938021689182576641,78468
911,935620136328945664,183
912,945845277646376961,123
913,931099358300459008,202
914,941070224463421440,418
915,950387622354046976,0
916,923868108057694208,1294
917,945365455249858560,435
918,936745846279942144,182
919,941239670356303873,1449505
920,948503475138244608,0
921,940545476851617792,2284
922,930502505074749440,71
923,935473040443564032,565
924,923202500324237313,1604
925,935535608340058113,240
926,934229565563703299,27
927,930326642681106433,430
928,926893391589335042,84705
929,925116485260980224,236
930,927549994823049218,57
931,933764101989453824,0
932,946099565672976384,561
933,943129195038887938,165
934,938469119434936320,44
935,926509718478213120,1307
936,931535571528421376,157
937,931448119220248578,50734
938,926818159050366977,633
939,942322403333562368,578
940,946465299536187392,170
941,933745435700842496,312
942,943981527804841984,1932
943,945176353942458368,12
944,943987258272768000,50
945,923243795222880256,574
946,941229335868035073,242
947,943075507805085696,253
948,941405915764416512,5325
949,947450096349777920,141
950,930301682579320832,2369
951,933321512383320065,224
952,944321230756241408,4584
953,947785556490178560,3692
954,947930222443352064,88
955,936027445538492416,306
956,940972272977874944,68
957,925075566067318784,6163
958,933489950053621762,2554
959,934390839903649792,1376
960,936535646071590913,0
961,931469022729818113,133
962,923604253498896384,490
963,930697966872158208,5701
964,946327821756051457,721
965,935545868618366976,737
966,941647767289688064,649
967,940646677307904000,199
968,932589762870996992,0
969,926758271314251776,576
970,943122113044631552,10
971,934154127512363009,1224
972,931497714319282176,3
973,927240347893338112,115
974,941057923702239233,8
975,927583859394330624,171
976,935234670198951936,66
977,927605141246705664,251
978,923154321080012802,113
979,950448445420171266,26
980,946215442900807686,1518
981,947271584540168194,841
982,936320651098492931,662
983,923943525695320066,899
984,927554806687911937,255
985,933722332895612930,624
986,947438356853673985,158
987,948574693879140354,0
988,926353226085158917,1076
989,948379617756368896,5862
990,935232628776751105,428
991,933432858781286400,721
992,942865499771334657,22
993,944934918701895680,16658
994,940894832440102912,98
995,931067441584721920,42
996,932610453305376768,241
997,930837283850407936,133
998,933831015122067456,694
999,948840614392713216,26
1000,940628175276662784,7636
1001,946509662341554176,290
1002,933392324620705792,166
1003,931106011963944960,39
1004,937649744775647234,0
1005,941270359864725504,165
1006,941478735185883136,3185
1007,946791465186922499,124
1008,936031883611312128,285
1009,945241556893741056,47
1010,933237005936242688,869
1011,948120154105401347,127
1012,943105968530972672,721
1013,941783298279460864,328
1014,940877544177446912,152
1015,923278503092588545,619
1016,940684003694338048,160
1017,947211935006777345,8299
1018,936511614559416320,143
1019,936061188387074049,20
1020,942708035125788673,1642
1021,930366007939563526,0
1022,947155618506436609,1759
1023,923182176920678400,0
1024,945692319583436800,46
1025,927922570262994946,238
1026,942107758735785984,3
1027,947890575486996481,1174
1028,948574590313246720,86
1029,927276933028700162,1159
1030,936223294977691648,247
1031,943063624796573696,299052
1032,948983553798430721,0
1033,944844600145039360,37
1034,941223374021382144,4023
1035,935158364346179585,102
1036,943109180797345792,41725
1037,926487945011519488,215044
1038,941597645050732544,14793
1039,948749134328160256,20
1040,934963325456265216,2417
1041,925034250591768576,1000
1042,936344350627389440,270
1043,947151362525204480,55
1044,940559471528509440,36897
1045,923411229519032320,457
1046,943116083707416581,143
1047,936306361121599488,250
1048,925097424900755456,1096
1049,935898385537789952,1711
1050,940567925819396096,65
1051,932703668721381377,7373
1052,926385232823160832,992
1053,930465721913675776,29
1054,942138272121262080,649376
1055,933006336283078656,168
1056,940684052029411329,165
1057,933034311749550080,35
1058,943956297036288000,96
1059,944938678606090240,16658
1060,933058222440796160,94
1061,936913322246488064,59583
1062,931110104069525504,255
1063,936629452854956032,8308
1064,926115943083896834,251
1065,941632887950069760,469
1066,937709574672601088,79
1067,927501548623728640,710
1068,943084347195830273,1691
1069,941298433742303232,1077
1070,934032248235614208,2669
1071,923175569759637504,7
1072,943181239611285504,527
1073,927492775410532352,373
1074,937384329595850752,4727
1075,931045994137030658,121
1076,927713421184905216,150
1077,941662596947759105,261
1078,940896834905571329,25
1079,947405474151981056,313
1080,926486861509521408,0
1081,926395161244037121,84
1082,948575208310493185,358
1083,936611044113428480,324
1084,941260435826925568,721
1085,941589410520403968,174
1086,941337313619140609,27
1087,935605018308341765,68
1088,936777743500324864,106
1089,927343621531226113,10
1090,930439222649085953,2672
1091,943020282821971968,496
1092,948930499975811072,736
1093,944585085122170880,182
1094,941567386808922112,102
1095,932788969112301568,4
1096,941731410641145856,14
1097,935843410916888576,1421
1098,931447608396189696,8032
1099,926937107616227334,47
1100,941402752017674242,844
1101,944785427487215617,51
1102,937262228616744961,150
1103,924027974915108865,1120
1104,931262583918747650,55
1105,932769109410025473,1595
1106,936000587715547138,204
1107,936952957442166784,102
1108,938396811710140416,121
1109,926750742932742149,432
1110,944272564930732032,225
1111,946875003349405697,248
1112,938093981182889984,625
1113,942569363395268609,78469
1114,935116321922134016,24
1115,941298748382220293,385
1116,946057321020522496,57
1117,941604488137330688,3189
1118,932579433332068354,18156
1119,941402148016975872,55
1120,936918596285972483,13
1121,933710605185404928,513
1122,943227883023159297,2735
1123,941171199706566656,11335
1124,938188386908758016,31
1125,942829058932473862,1755
1126,944295094210977792,304
1127,927946875021479937,91
1128,935448868682194944,2380
1129,924939544029532160,3438
1130,946785802205454336,305
1131,940864335202660353,99
1132,950384969481904128,245
1133,930754600424091654,214
1134,927888598367686656,338
1135,926513959414493189,538
1136,948563019318964224,116
1137,941052454090797056,246
1138,934128299856539649,255
1139,940620776281133056,64
1140,935823952638894087,234
1141,946130761719144448,561
1142,925045294630305797,443
1143,946238817635356672,65413
1144,942991950277431297,59583
1145,938156743560957953,176
1146,936117850670018560,641
1147,933707722570289152,19592
1148,935931975944286209,495
1149,930347067448463360,434
1150,936339478070943745,195
1151,927248192986599428,4053
1152,930699389387014145,189
1153,945360398538231808,473
1154,933610175994449920,2952
1155,940548508796510208,199
1156,931257430817861632,38
1157,935292316541177857,0
1158,933356809372557313,17
1159,932594790012801024,9
1160,938130630398873601,664
1161,933594953846022144,51
1162,944600509003988992,386
1163,923873062574944257,1008
1164,945929526441398273,54
1165,931363078654095360,516
1166,946758030074490880,1329
1167,948826795641581568,1251
1168,927200287860908034,6345
1169,932602665162428417,42
1170,950409338333618178,107
1171,930223802050600961,206
1172,925312041761607681,883
1173,938347932738375680,342
1174,926079704712564736,12157
1175,940556828534083584,245
1176,927276475103039493,3904
1177,941307697038839809,120
1178,941434519722364928,45
1179,935600196842676225,13
1180,948646532194107392,0
1181,948136492450435072,141
1182,945523558557421570,158
1183,930914188075073538,146
1184,932644467215159297,1053
1185,934550582043521025,229
1186,927966891905290245,232
1187,933361424457445376,4
1188,944917094952521728,55
1189,934559098602799109,358
1190,933280980256911360,1158
1191,947827980130234369,4646
1192,935419957797642241,428
1193,948912690176643072,100
1194,940930211075551232,4026
1195,950353559702392832,6
1196,935668321088704512,424
1197,948114940061212672,41
1198,936530154297413633,39
1199,924945955501244416,633
1200,947029252016365569,49530
1201,938021891062816768,298
1202,942896561285156865,1151
1203,926063404409937920,471
1204,948268347598270464,502
1205,934807616378818560,14
1206,941396736358088704,5393
1207,946758198920466433,2784
1208,925097238384336896,308
1209,947293265556107265,65414
1210,944273287768657920,777
1211,946324884296171520,1658
1212,933641067500638209,9
1213,933327046742298624,31554
1214,936645287162122240,8
1215,934554514610442240,112
1216,941357190157348866,68
1217,938016336713867264,447
1218,940651776994287616,70
1219,925033412506869760,2861
